id,project_reference,identifier,version,created_on,category_id,active
4350,1690,15157,2,2019-06-29,2,false
4351,1434,15157,3,2019-06-29,1,false
4352,1403,15157,4,2019-06-29,4,false
4353,1596,15157,5,2019-06-29,2,false
4354,1960,15157,6,2019-06-29,2,false
4355,1070,15157,7,2019-06-29,3,false
4356,1295,15157,8,2019-06-29,4,true
4357,1434,13123,1,2019-06-29,2,false
4358,1674,13123,2,2019-06-29,4,false
4359,1250,13123,3,2019-06-29,1,false
4360,1796,13123,4,2019-06-29,4,false
4361,1701,13123,5,2019-06-29,3,false
4362,1317,13123,6,2019-06-29,2,false
4363,1434,13123,7,2019-06-29,3,false
4364,1960,13123,8,2019-06-29,3,false
4365,1701,13123,9,2019-06-29,2,true
4366,1960,13123,10,2019-06-29,1,false
4367,1070,18202,1,2019-06-29,1,false
4368,1070,18202,2,2019-06-29,4,false
4369,1755,18202,3,2019-06-29,1,false
4370,1690,18202,4,2019-06-29,2,false
4371,1859,18202,5,2019-06-29,4,false
4372,1399,18202,6,2019-06-29,3,false
4373,1796,18202,7,2019-06-29,3,false
4374,1295,18202,8,2019-06-29,2,true
4375,1434,18494,1,2019-06-29,3,false
4376,1039,18494,2,2019-06-29,1,false
4377,1403,18494,3,2019-06-29,3,false
4378,1789,18494,4,2019-06-29,1,false
4379,1789,18494,5,2019-06-29,3,false
4380,1927,18494,6,2019-06-29,4,false
4381,1960,18494,7,2019-06-29,3,false
4382,1960,18494,8,2019-06-29,3,true
4383,1317,16722,1,2019-06-29,2,false
4384,1434,16722,2,2019-06-29,2,false
4385,1070,16722,3,2019-06-29,2,false
4386,1399,16722,4,2019-06-29,3,false
4387,1755,16722,5,2019-06-29,3,false
4388,1902,16722,6,2019-06-29,2,false
4389,1403,16722,7,2019-06-29,3,false
4390,1902,16722,8,2019-06-29,4,true
4391,1690,12196,1,2019-06-29,4,false
4392,1809,12196,2,2019-06-29,3,false
4393,1403,12196,3,2019-06-29,4,false
4394,1250,12196,4,2019-06-29,3,false
4395,1596,12196,5,2019-06-29,3,false
4396,1960,12196,6,2019-06-29,3,false
4397,1434,12196,7,2019-06-29,4,true
4398,1667,11331,1,2019-06-29,4,false
4399,1954,11331,2,2019-06-29,4,false
4400,1902,11331,3,2019-06-29,1,false
4401,1128,11331,4,2019-06-29,4,false
4402,1463,11331,5,2019-06-29,4,false
4403,1034,11331,6,2019-06-29,3,false
4404,1701,11331,7,2019-06-29,3,false
4405,1690,11331,8,2019-06-29,4,false
4406,1902,11331,9,2019-06-29,3,true
4407,1295,11331,10,2019-06-29,2,false
4408,1399,12208,1,2019-06-29,4,false
4409,1789,12208,2,2019-06-29,4,false
4410,1690,12208,3,2019-06-29,2,true
4411,1317,18306,1,2019-06-29,4,false
4412,1596,18306,2,2019-06-29,1,false
4413,1690,18306,3,2019-06-29,1,true
4414,1596,10468,1,2019-06-29,4,false
4415,1859,10468,2,2019-06-29,3,false
4416,1690,10468,3,2019-06-29,4,false
4417,1070,10468,4,2019-06-29,2,true
4418,1796,13116,1,2019-06-29,1,false
4419,1128,13116,2,2019-06-29,3,false
4420,1902,13116,3,2019-06-29,1,false
4421,1463,13116,4,2019-06-29,2,false
4422,1789,13116,5,2019-06-29,2,false
4423,1954,13116,6,2019-06-29,2,true
4424,1690,13983,1,2019-06-29,2,false
4425,1128,13983,2,2019-06-29,3,false
4426,1902,13983,3,2019-06-29,3,false
4427,1399,13983,4,2019-06-29,3,false
4428,1859,13983,5,2019-06-29,4,false
4429,1295,13983,6,2019-06-29,1,true
4430,1674,17445,1,2019-06-29,1,false
4431,1927,17445,2,2019-06-29,2,false
4432,1902,17445,3,2019-06-29,1,false
4433,1399,17445,4,2019-06-29,4,false
4434,1295,17445,5,2019-06-29,1,true
4435,1701,16814,1,2019-06-29,2,false
4436,1317,16814,2,2019-06-29,4,false
4437,1690,16814,3,2019-06-29,4,false
4438,1039,16814,4,2019-06-29,2,false
4439,1960,16814,5,2019-06-29,4,false
4440,1690,16814,6,2019-06-29,4,false
4441,1295,16814,7,2019-06-29,4,false
4442,1859,16814,8,2019-06-29,2,false
4443,1927,16814,9,2019-06-29,3,true
4444,1034,11834,1,2019-06-29,2,false
4445,1902,11834,2,2019-06-29,2,false
4446,1403,11834,3,2019-06-29,2,true
4447,1039,12855,1,2019-06-29,2,false
4448,1809,12855,2,2019-06-29,4,false
4449,1250,12855,3,2019-06-29,3,false
4450,1070,12855,4,2019-06-29,1,false
4451,1755,12855,5,2019-06-29,2,false
4452,1859,12855,6,2019-06-29,3,false
4453,1960,12855,7,2019-06-29,1,true
4454,1859,16673,1,2019-06-29,4,false
4455,1399,16673,2,2019-06-29,2,false
4456,1463,16673,3,2019-06-29,1,false
4457,1954,16673,4,2019-06-29,2,true
4458,1434,19500,1,2019-06-29,4,false
4459,1960,19500,2,2019-06-29,1,false
4460,1859,19500,3,2019-06-29,1,false
4461,1596,19500,4,2019-06-29,3,false
4462,1755,19500,5,2019-06-29,3,false
4463,1701,19500,6,2019-06-29,4,false
4464,1434,19500,7,2019-06-29,4,true
4465,1317,10180,1,2019-06-29,2,false
4466,1674,10180,2,2019-06-29,2,false
4467,1128,10180,3,2019-06-29,3,true
4468,1690,11601,1,2019-06-29,1,false
4469,1927,11601,2,2019-06-29,2,false
4470,1128,11601,3,2019-06-29,3,false
4471,1927,11601,4,2019-06-29,3,false
4472,1463,11601,5,2019-06-29,3,false
4473,1596,11601,6,2019-06-29,2,false
4474,1954,11601,7,2019-06-29,3,true
4475,1039,11828,1,2019-06-29,1,false
4476,1128,11828,2,2019-06-29,2,false
4477,1690,11828,3,2019-06-29,2,false
4478,1927,11828,4,2019-06-29,4,false
4479,1859,11828,5,2019-06-29,2,true
4480,1039,18489,1,2019-06-29,1,false
4481,1796,18489,2,2019-06-29,2,false
4482,1960,18489,3,2019-06-29,1,false
4483,1295,18489,4,2019-06-29,4,false
4484,1596,18489,5,2019-06-29,1,false
4485,1317,18489,6,2019-06-29,2,true
4486,1954,17140,1,2019-06-29,3,false
4487,1463,17140,2,2019-06-29,3,false
4488,1403,17140,3,2019-06-29,1,false
4489,1960,17140,4,2019-06-29,4,false
4490,1954,17140,5,2019-06-29,1,true
4491,1399,13802,1,2019-06-29,2,false
4492,1128,13802,2,2019-06-29,3,false
4493,1796,13802,3,2019-06-29,2,false
4494,1674,13802,4,2019-06-29,2,false
4495,1789,13802,5,2019-06-29,3,false
4496,1809,13802,6,2019-06-29,2,false
4497,1902,13802,7,2019-06-29,2,false
4498,1927,13802,8,2019-06-29,2,true
4499,1403,15384,1,2019-06-29,2,false
4500,1701,15384,2,2019-06-29,4,false
4501,1859,15384,3,2019-06-29,4,false
4502,1674,15384,4,2019-06-29,2,false
4503,1690,15384,5,2019-06-29,3,false
4504,1399,15384,6,2019-06-29,2,false
4505,1295,15384,7,2019-06-29,2,false
4506,1399,15384,8,2019-06-29,2,false
4507,1667,15384,9,2019-06-29,2,true
4508,1674,16455,1,2019-06-29,3,false
4509,1434,16455,2,2019-06-29,4,false
4510,1034,16455,3,2019-06-29,2,false
4511,1960,16455,4,2019-06-29,3,false
4512,1250,16455,5,2019-06-29,4,false
4513,1674,16455,6,2019-06-29,2,false
4514,1674,16455,7,2019-06-29,3,false
4515,1690,16455,8,2019-06-29,1,true
4516,1690,13202,1,2019-06-29,3,false
4517,1796,13202,2,2019-06-29,4,false
4518,1954,13202,3,2019-06-29,3,false
4519,1927,13202,4,2019-06-29,2,false
4520,1701,13202,5,2019-06-29,1,false
4521,1960,13202,6,2019-06-29,3,true
4522,1596,10834,1,2019-06-29,1,false
4523,1859,10834,2,2019-06-29,3,false
4524,1701,10834,3,2019-06-29,3,false
4525,1250,10834,4,2019-06-29,3,false
4526,1399,10834,5,2019-06-29,2,false
4527,1434,10834,6,2019-06-29,2,false
4528,1755,10834,7,2019-06-29,3,false
4529,1809,10834,8,2019-06-29,2,true
4530,1954,17363,1,2019-06-29,2,false
4531,1403,17363,2,2019-06-29,3,false
4532,1250,17363,3,2019-06-29,3,true
4533,1755,19591,1,2019-06-29,3,false
4534,1596,19591,2,2019-06-29,1,false
4535,1667,19591,3,2019-06-29,1,false
4536,1902,19591,4,2019-06-29,2,false
4537,1789,19591,5,2019-06-29,3,true
4538,1902,17372,1,2019-06-29,3,false
4539,1954,17372,2,2019-06-29,2,false
4540,1674,17372,3,2019-06-29,3,false
4541,1399,17372,4,2019-06-29,2,false
4542,1674,17372,5,2019-06-29,2,true
4543,1755,11549,1,2019-06-29,3,false
4544,1789,11549,2,2019-06-29,1,false
4545,1701,11549,3,2019-06-29,4,false
4546,1434,11549,4,2019-06-29,2,false
4547,1859,11549,5,2019-06-29,1,false
4548,1434,11549,6,2019-06-29,3,true
4549,1690,15328,1,2019-06-29,4,false
4550,1755,15328,2,2019-06-29,1,false
4551,1317,15328,3,2019-06-29,1,false
4552,1954,15328,4,2019-06-29,1,false
4553,1399,15328,5,2019-06-29,4,false
4554,1690,15328,6,2019-06-29,3,true
4555,1927,14667,1,2019-06-29,1,false
4556,1859,14667,2,2019-06-29,4,false
4557,1796,14667,3,2019-06-29,2,false
4558,1596,14667,4,2019-06-29,4,false
4559,1070,14667,5,2019-06-29,1,false
4560,1295,14667,6,2019-06-29,3,false
4561,1796,14667,7,2019-06-29,4,false
4562,1796,14667,8,2019-06-29,1,true
4563,1796,12536,1,2019-06-29,3,false
4564,1434,12536,2,2019-06-29,2,false
4565,1859,12536,3,2019-06-29,2,false
4566,1128,12536,4,2019-06-29,3,false
4567,1250,12536,5,2019-06-29,4,true
4568,1902,17618,1,2019-06-29,1,false
4569,1039,17618,2,2019-06-29,1,false
4570,1596,17618,3,2019-06-29,4,false
4571,1403,17618,4,2019-06-29,3,false
4572,1960,17618,5,2019-06-29,3,false
4573,1403,17618,6,2019-06-29,1,true
4574,1039,13215,1,2019-06-29,1,false
4575,1809,13215,2,2019-06-29,3,false
4576,1463,13215,3,2019-06-29,2,false
4577,1128,13215,4,2019-06-29,2,false
4578,1859,13215,5,2019-06-29,4,true
4579,1403,10393,1,2019-06-29,3,false
4580,1463,10393,2,2019-06-29,2,false
4581,1667,10393,3,2019-06-29,3,false
4582,1960,10393,4,2019-06-29,3,false
4583,1070,10393,5,2019-06-29,4,false
4584,1403,10393,6,2019-06-29,3,false
4585,1596,10393,7,2019-06-29,4,false
4586,1701,10393,8,2019-06-29,1,false
4587,1859,10393,9,2019-06-29,2,true
4588,1463,12847,1,2019-06-29,1,false
4589,1674,12847,2,2019-06-29,3,false
4590,1250,12847,3,2019-06-29,3,false
4591,1674,12847,4,2019-06-29,1,false
4592,1434,12847,5,2019-06-29,3,false
4593,1463,12847,6,2019-06-29,4,false
4594,1902,12847,7,2019-06-29,1,false
4595,1960,12847,8,2019-06-29,3,false
4596,1399,12847,9,2019-06-29,2,true
4597,1039,14584,1,2019-06-29,3,false
4598,1399,14584,2,2019-06-29,4,false
4599,1250,14584,3,2019-06-29,1,false
4600,1902,14584,4,2019-06-29,3,false
4601,1927,14584,5,2019-06-29,3,false
4602,1809,14584,6,2019-06-29,3,false
4603,1070,14584,7,2019-06-29,4,false
4604,1128,14584,8,2019-06-29,2,true
4605,1317,12789,1,2019-06-29,4,false
4606,1317,12789,2,2019-06-29,3,false
4607,1960,12789,3,2019-06-29,3,false
4608,1295,12789,4,2019-06-29,2,false
4609,1399,12789,5,2019-06-29,3,false
4610,1128,12789,6,2019-06-29,1,false
4611,1667,12789,7,2019-06-29,3,false
4612,1954,12789,8,2019-06-29,1,false
4613,1954,12789,9,2019-06-29,4,true
4614,1927,12789,10,2019-06-29,2,false
4615,1954,17547,1,2019-06-29,3,false
4616,1755,17547,2,2019-06-29,3,false
4617,1667,17547,3,2019-06-29,1,false
4618,1927,17547,4,2019-06-29,1,false
4619,1403,17547,5,2019-06-29,4,false
4620,1034,17547,6,2019-06-29,1,false
4621,1667,17547,7,2019-06-29,3,false
4622,1128,17547,8,2019-06-29,2,false
4623,1128,17547,9,2019-06-29,2,true
4624,1434,18712,1,2019-06-29,1,false
4625,1034,18712,2,2019-06-29,2,false
4626,1789,18712,3,2019-06-29,3,true
4627,1701,16230,1,2019-06-29,3,false
4628,1295,16230,2,2019-06-29,3,false
4629,1859,16230,3,2019-06-29,4,false
4630,1463,16230,4,2019-06-29,4,false
4631,1596,16230,5,2019-06-29,3,true
4632,1295,16266,1,2019-06-29,4,false
4633,1250,16266,2,2019-06-29,1,false
4634,1317,16266,3,2019-06-29,4,false
4635,1690,16266,4,2019-06-29,1,false
4636,1070,16266,5,2019-06-29,3,true
4637,1755,19701,1,2019-06-29,4,false
4638,1859,19701,2,2019-06-29,2,false
4639,1809,19701,3,2019-06-29,4,false
4640,1295,19701,4,2019-06-29,3,false
4641,1070,19701,5,2019-06-29,4,false
4642,1859,19701,6,2019-06-29,3,false
4643,1690,19701,7,2019-06-29,1,false
4644,1859,19701,8,2019-06-29,1,false
4645,1927,19701,9,2019-06-29,1,true
4646,1667,19986,1,2019-06-29,4,false
4647,1667,19986,2,2019-06-29,4,false
4648,1690,19986,3,2019-06-29,2,false
4649,1317,19986,4,2019-06-29,4,false
4650,1399,19986,5,2019-06-29,4,false
4651,1250,19986,6,2019-06-29,3,false
4652,1317,19986,7,2019-06-29,4,false
4653,1596,19986,8,2019-06-29,3,true
4654,1789,17338,1,2019-06-29,3,false
4655,1701,17338,2,2019-06-29,1,false
4656,1596,17338,3,2019-06-29,2,false
4657,1317,17338,4,2019-06-29,2,false
4658,1596,17338,5,2019-06-29,2,false
4659,1596,17338,6,2019-06-29,1,false
4660,1667,17338,7,2019-06-29,2,false
4661,1434,17338,8,2019-06-29,3,true
4662,1701,19498,1,2019-06-29,3,false
4663,1690,19498,2,2019-06-29,4,false
4664,1859,19498,3,2019-06-29,2,true
4665,1463,11854,1,2019-06-29,2,false
4666,1796,11854,2,2019-06-29,4,false
4667,1070,11854,3,2019-06-29,2,false
4668,1463,11854,4,2019-06-29,2,true
4669,1927,13329,1,2019-06-29,4,false
4670,1596,13329,2,2019-06-29,1,false
4671,1403,13329,3,2019-06-29,4,false
4672,1434,13329,4,2019-06-29,2,false
4673,1859,13329,5,2019-06-29,3,false
4674,1701,13329,6,2019-06-29,1,true
4675,1434,12269,1,2019-06-29,4,false
4676,1796,12269,2,2019-06-29,3,false
4677,1789,12269,3,2019-06-29,4,true
4678,1039,13969,1,2019-06-29,3,false
4679,1927,13969,2,2019-06-29,4,false
4680,1960,13969,3,2019-06-29,3,false
4681,1403,13969,4,2019-06-29,2,false
4682,1960,13969,5,2019-06-29,2,false
4683,1954,13969,6,2019-06-29,4,false
4684,1463,13969,7,2019-06-29,1,true
4685,1954,16888,1,2019-06-29,1,false
4686,1859,16888,2,2019-06-29,4,false
4687,1463,16888,3,2019-06-29,3,false
4688,1902,16888,4,2019-06-29,3,false
4689,1463,16888,5,2019-06-29,4,false
4690,1463,16888,6,2019-06-29,2,true
4691,1039,14032,1,2019-06-29,2,false
4692,1674,14032,2,2019-06-29,2,false
4693,1755,14032,3,2019-06-29,3,false
4694,1701,14032,4,2019-06-29,3,false
4695,1755,14032,5,2019-06-29,2,false
4696,1399,14032,6,2019-06-29,4,false
4697,1674,14032,7,2019-06-29,3,false
4698,1399,14032,8,2019-06-29,3,false
4699,1403,14032,9,2019-06-29,4,true
4700,1674,14032,10,2019-06-29,4,false
4701,1317,16641,1,2019-06-29,1,false
4702,1789,16641,2,2019-06-29,1,false
4703,1674,16641,3,2019-06-29,3,false
4704,1902,16641,4,2019-06-29,1,false
4705,1128,16641,5,2019-06-29,1,true
4706,1250,15482,1,2019-06-29,3,false
4707,1954,15482,2,2019-06-29,4,false
4708,1463,15482,3,2019-06-29,4,false
4709,1039,15482,4,2019-06-29,2,false
4710,1859,15482,5,2019-06-29,4,true
4711,1399,16660,1,2019-06-29,4,false
4712,1399,16660,2,2019-06-29,3,false
4713,1295,16660,3,2019-06-29,4,false
4714,1755,16660,4,2019-06-29,3,true
4715,1403,18936,1,2019-06-29,1,false
4716,1463,18936,2,2019-06-29,1,false
4717,1295,18936,3,2019-06-29,4,false
4718,1960,18936,4,2019-06-29,1,false
4719,1690,18936,5,2019-06-29,3,true
4720,1701,14108,1,2019-06-29,4,false
4721,1960,14108,2,2019-06-29,4,false
4722,1596,14108,3,2019-07-06,1,false
4723,1755,14108,4,2019-07-06,2,false
4724,1927,14108,5,2019-07-06,2,false
4725,1809,14108,6,2019-07-06,3,false
4726,1596,14108,7,2019-07-06,2,false
4727,1399,14108,8,2019-07-06,4,true
4728,1403,17485,1,2019-07-06,4,false
4729,1070,17485,2,2019-07-06,3,false
4730,1796,17485,3,2019-07-06,2,false
4731,1039,17485,4,2019-07-06,3,false
4732,1434,17485,5,2019-07-06,1,true
4733,1463,15752,1,2019-07-06,2,false
4734,1796,15752,2,2019-07-06,4,false
4735,1902,15752,3,2019-07-06,2,false
4736,1796,15752,4,2019-07-06,1,false
4737,1859,15752,5,2019-07-06,2,false
4738,1902,15752,6,2019-07-06,2,false
4739,1701,15752,7,2019-07-06,1,false
4740,1674,15752,8,2019-07-06,1,false
4741,1295,15752,9,2019-07-06,3,true
4742,1859,15752,10,2019-07-06,1,false
4743,1039,18129,1,2019-07-06,4,false
4744,1927,18129,2,2019-07-06,3,false
4745,1690,18129,3,2019-07-06,3,false
4746,1789,18129,4,2019-07-06,4,false
4747,1434,18129,5,2019-07-06,4,false
4748,1755,18129,6,2019-07-06,3,false
4749,1070,18129,7,2019-07-06,2,false
4750,1039,18129,8,2019-07-06,1,false
4751,1927,18129,9,2019-07-06,4,true
4752,1434,19482,1,2019-07-06,2,false
4753,1463,19482,2,2019-07-06,2,false
4754,1317,19482,3,2019-07-06,1,false
4755,1596,19482,4,2019-07-06,1,false
4756,1902,19482,5,2019-07-06,3,false
4757,1399,19482,6,2019-07-06,4,false
4758,1434,19482,7,2019-07-06,3,false
4759,1902,19482,8,2019-07-06,1,false
4760,1809,19482,9,2019-07-06,2,true
4761,1796,13975,1,2019-07-06,4,false
4762,1809,13975,2,2019-07-06,1,false
4763,1927,13975,3,2019-07-06,4,false
4764,1701,13975,4,2019-07-06,2,false
4765,1034,13975,5,2019-07-06,3,false
4766,1128,13975,6,2019-07-06,3,false
4767,1954,13975,7,2019-07-06,1,false
4768,1463,13975,8,2019-07-06,1,false
4769,1128,13975,9,2019-07-06,2,true
4770,1902,13975,10,2019-07-06,3,false
4771,1250,17262,1,2019-07-06,3,false
4772,1701,17262,2,2019-07-06,3,false
4773,1809,17262,3,2019-07-06,4,false
4774,1902,17262,4,2019-07-06,1,false
4775,1859,17262,5,2019-07-06,3,true
4776,1796,19437,1,2019-07-06,2,false
4777,1954,19437,2,2019-07-06,3,false
4778,1039,19437,3,2019-07-06,2,true
4779,1403,16886,1,2019-07-06,1,false
4780,1295,16886,2,2019-07-06,3,false
4781,1755,16886,3,2019-07-06,2,false
4782,1902,16886,4,2019-07-06,4,true
4783,1859,12081,1,2019-07-06,2,false
4784,1039,12081,2,2019-07-06,1,false
4785,1039,12081,3,2019-07-06,3,false
4786,1596,12081,4,2019-07-06,2,false
4787,1434,12081,5,2019-07-06,4,false
4788,1690,12081,6,2019-07-06,2,true
4789,1434,10990,1,2019-07-06,2,false
4790,1295,10990,2,2019-07-06,4,false
4791,1927,10990,3,2019-07-06,2,false
4792,1667,10990,4,2019-07-06,3,false
4793,1128,10990,5,2019-07-06,3,false
4794,1399,10990,6,2019-07-06,2,false
4795,1796,10990,7,2019-07-06,2,false
4796,1463,10990,8,2019-07-06,4,false
4797,1755,10990,9,2019-07-06,1,true
4798,1954,10990,10,2019-07-06,2,false
4799,1295,13966,1,2019-07-06,4,false
4800,1070,13966,2,2019-07-06,2,false
4801,1690,13966,3,2019-07-06,4,true
4802,1295,15129,1,2019-07-06,4,false
4803,1809,15129,2,2019-07-06,3,false
4804,1434,15129,3,2019-07-06,1,false
4805,1809,15129,4,2019-07-06,1,false
4806,1070,15129,5,2019-07-06,3,false
4807,1039,15129,6,2019-07-06,2,false
4808,1596,15129,7,2019-07-06,4,false
4809,1596,15129,8,2019-07-06,4,false
4810,1789,15129,9,2019-07-06,4,true
4811,1403,15129,10,2019-07-06,2,false
4812,1789,10974,1,2019-07-06,2,false
4813,1859,10974,2,2019-07-06,1,false
4814,1796,10974,3,2019-07-06,2,false
4815,1789,10974,4,2019-07-06,4,false
4816,1674,10974,5,2019-07-06,1,false
4817,1701,10974,6,2019-07-06,3,false
4818,1128,10974,7,2019-07-06,1,false
4819,1596,10974,8,2019-07-06,3,true
4820,1399,19884,1,2019-07-06,1,false
4821,1859,19884,2,2019-07-06,3,false
4822,1317,19884,3,2019-07-06,1,false
4823,1596,19884,4,2019-07-06,2,false
4824,1755,19884,5,2019-07-06,2,false
4825,1927,19884,6,2019-07-06,1,false
4826,1701,19884,7,2019-07-06,2,true
4827,1902,17843,1,2019-07-06,4,false
4828,1463,17843,2,2019-07-06,3,false
4829,1596,17843,3,2019-07-06,2,false
4830,1674,17843,4,2019-07-06,4,false
4831,1295,17843,5,2019-07-06,2,false
4832,1295,17843,6,2019-07-06,4,true
4833,1250,17399,1,2019-07-06,3,false
4834,1295,17399,2,2019-07-06,2,false
4835,1755,17399,3,2019-07-06,3,false
4836,1796,17399,4,2019-07-06,1,false
4837,1674,17399,5,2019-07-06,1,false
4838,1403,17399,6,2019-07-06,3,true
4839,1403,11627,1,2019-07-06,2,false
4840,1701,11627,2,2019-07-06,3,false
4841,1039,11627,3,2019-07-06,1,false
4842,1039,11627,4,2019-07-06,2,true
4843,1250,17069,1,2019-07-06,1,false
4844,1701,17069,2,2019-07-06,4,false
4845,1960,17069,3,2019-07-06,2,false
4846,1954,17069,4,2019-07-06,1,false
4847,1403,17069,5,2019-07-06,4,false
4848,1927,17069,6,2019-07-06,3,false
4849,1674,17069,7,2019-07-06,4,false
4850,1034,17069,8,2019-07-06,2,true
4851,1674,12534,1,2019-07-06,3,false
4852,1250,12534,2,2019-07-06,1,false
4853,1295,12534,3,2019-07-06,2,false
4854,1701,12534,4,2019-07-06,4,false
4855,1596,12534,5,2019-07-06,1,false
4856,1690,12534,6,2019-07-06,3,false
4857,1463,12534,7,2019-07-06,3,false
4858,1809,12534,8,2019-07-06,4,true
4859,1403,11301,1,2019-07-06,2,false
4860,1295,11301,2,2019-07-06,3,false
4861,1789,11301,3,2019-07-06,3,false
4862,1859,11301,4,2019-07-06,4,false
4863,1796,11301,5,2019-07-06,2,false
4864,1039,11301,6,2019-07-06,3,false
4865,1796,11301,7,2019-07-06,2,true
4866,1809,10242,1,2019-07-06,1,false
4867,1596,10242,2,2019-07-06,3,false
4868,1128,10242,3,2019-07-06,2,false
4869,1954,10242,4,2019-07-06,3,false
4870,1434,10242,5,2019-07-06,4,false
4871,1070,10242,6,2019-07-06,3,true
4872,1295,15449,1,2019-07-06,3,false
4873,1403,15449,2,2019-07-06,2,false
4874,1667,15449,3,2019-07-06,2,false
4875,1463,15449,4,2019-07-06,2,false
4876,1927,15449,5,2019-07-06,3,false
4877,1954,15449,6,2019-07-06,1,false
4878,1809,15449,7,2019-07-06,1,false
4879,1039,15449,8,2019-07-06,2,false
4880,1667,15449,9,2019-07-06,1,true
4881,1039,10896,1,2019-07-06,3,false
4882,1070,10896,2,2019-07-06,3,false
4883,1927,10896,3,2019-07-06,1,false
4884,1960,10896,4,2019-07-06,2,false
4885,1701,10896,5,2019-07-06,1,false
4886,1674,10896,6,2019-07-06,1,false
4887,1755,10896,7,2019-07-06,3,true
4888,1596,19756,1,2019-07-06,4,false
4889,1755,19756,2,2019-07-06,3,false
4890,1690,19756,3,2019-07-06,3,true
4891,1954,15146,1,2019-07-06,2,false
4892,1902,15146,2,2019-07-06,3,false
4893,1128,15146,3,2019-07-06,4,false
4894,1902,15146,4,2019-07-06,1,false
4895,1674,15146,5,2019-07-06,4,false
4896,1927,15146,6,2019-07-06,1,true
4897,1128,12611,1,2019-07-06,1,false
4898,1596,12611,2,2019-07-06,3,false
4899,1250,12611,3,2019-07-06,1,true
4900,1809,13515,1,2019-07-06,3,false
4901,1690,13515,2,2019-07-06,1,false
4902,1954,13515,3,2019-07-06,2,false
4903,1463,13515,4,2019-07-06,2,true
4904,1755,13970,1,2019-07-06,2,false
4905,1070,13970,2,2019-07-06,2,false
4906,1755,13970,3,2019-07-06,4,true
4907,1954,17061,1,2019-07-06,3,false
4908,1295,17061,2,2019-07-06,2,false
4909,1859,17061,3,2019-07-06,2,false
4910,1463,17061,4,2019-07-06,1,true
4911,1690,14932,1,2019-07-06,3,false
4912,1789,14932,2,2019-07-06,3,false
4913,1755,14932,3,2019-07-06,3,false
4914,1667,14932,4,2019-07-06,2,true
4915,1954,16323,1,2019-07-06,3,false
4916,1034,16323,2,2019-07-06,3,false
4917,1809,16323,3,2019-07-06,1,false
4918,1434,16323,4,2019-07-06,1,true
4919,1039,17183,1,2019-07-06,2,false
4920,1789,17183,2,2019-07-06,3,false
4921,1295,17183,3,2019-07-06,1,false
4922,1960,17183,4,2019-07-06,4,false
4923,1927,17183,5,2019-07-06,2,false
4924,1809,17183,6,2019-07-06,1,false
4925,1701,17183,7,2019-07-06,3,true
4926,1250,10916,1,2019-07-06,1,false
4927,1596,10916,2,2019-07-06,2,false
4928,1789,10916,3,2019-07-06,3,false
4929,1755,10916,4,2019-07-06,4,false
4930,1690,10916,5,2019-07-06,4,false
4931,1701,10916,6,2019-07-06,4,false
4932,1701,10916,7,2019-07-06,1,true
4933,1034,11281,1,2019-07-06,3,false
4934,1128,11281,2,2019-07-06,3,false
4935,1463,11281,3,2019-07-06,4,false
4936,1250,11281,4,2019-07-06,1,false
4937,1960,11281,5,2019-07-06,1,false
4938,1317,11281,6,2019-07-06,1,false
4939,1755,11281,7,2019-07-06,3,true
4940,1701,11334,1,2019-07-06,1,false
4941,1927,11334,2,2019-07-06,4,false
4942,1128,11334,3,2019-07-06,1,false
4943,1789,11334,4,2019-07-06,2,false
4944,1902,11334,5,2019-07-06,1,false
4945,1399,11334,6,2019-07-06,2,false
4946,1403,11334,7,2019-07-06,2,false
4947,1796,11334,8,2019-07-06,2,true
4948,1902,15519,1,2019-07-06,1,false
4949,1690,15519,2,2019-07-06,1,false
4950,1463,15519,3,2019-07-06,4,false
4951,1034,15519,4,2019-07-06,4,true
4952,1403,16332,1,2019-07-06,3,false
4953,1927,16332,2,2019-07-06,3,false
4954,1859,16332,3,2019-07-06,3,false
4955,1039,16332,4,2019-07-06,2,false
4956,1399,16332,5,2019-07-06,3,false
4957,1690,16332,6,2019-07-06,3,false
4958,1434,16332,7,2019-07-06,4,true
4959,1789,17318,1,2019-07-06,1,false
4960,1902,17318,2,2019-07-06,4,false
4961,1034,17318,3,2019-07-06,1,false
4962,1434,17318,4,2019-07-06,1,true
4963,1128,17542,1,2019-07-06,1,false
4964,1667,17542,2,2019-07-06,3,false
4965,1927,17542,3,2019-07-06,1,false
4966,1463,17542,4,2019-07-06,1,false
4967,1250,17542,5,2019-07-06,1,false
4968,1434,17542,6,2019-07-06,4,true
4969,1789,13395,1,2019-07-06,1,false
4970,1789,13395,2,2019-07-06,1,false
4971,1070,13395,3,2019-07-06,4,false
4972,1317,13395,4,2019-07-06,1,false
4973,1403,13395,5,2019-07-06,2,false
4974,1596,13395,6,2019-07-06,3,true
4975,1403,16185,1,2019-07-06,4,false
4976,1701,16185,2,2019-07-06,4,false
4977,1317,16185,3,2019-07-06,2,false
4978,1070,16185,4,2019-07-06,2,false
4979,1809,16185,5,2019-07-06,2,false
4980,1690,16185,6,2019-07-06,2,false
4981,1927,16185,7,2019-07-06,1,false
4982,1755,16185,8,2019-07-06,2,false
4983,1954,16185,9,2019-07-06,3,true
4984,1070,16185,10,2019-07-06,3,false
